Bin Id	Marker lineage	genomes	markers	marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
ERR3684497	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684498	f__Spirochaetaceae (UID2512)	56	235	124	0	234	0	0	1	0	100.00	1.21	83.33
ERR3684499	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684500	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684501	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684502	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684503	f__Spirochaetaceae (UID2512)	56	235	124	41	182	12	0	0	0	80.84	3.53	16.67
ERR3684504	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.81	0.00
ERR3684505	f__Spirochaetaceae (UID2512)	56	235	124	13	210	12	0	0	0	91.93	3.89	25.00
ERR3684506	f__Spirochaetaceae (UID2512)	56	235	124	19	203	13	0	0	0	90.13	6.28	15.38
ERR3684507	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684508	f__Spirochaetaceae (UID2512)	56	235	124	32	188	15	0	0	0	87.12	4.70	20.00
ERR3684509	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684510	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.03	0.00
ERR3684511	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684512	f__Spirochaetaceae (UID2512)	56	235	124	0	234	0	1	0	0	100.00	0.09	0.00
ERR3684513	f__Spirochaetaceae (UID2512)	56	235	124	89	136	9	1	0	0	58.10	4.74	8.33
ERR3684514	f__Spirochaetaceae (UID2512)	56	235	124	129	104	2	0	0	0	42.36	0.83	0.00
ERR3684515	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684516	f__Spirochaetaceae (UID2512)	56	235	124	4	221	10	0	0	0	98.09	4.02	60.00
ERR3684517	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684518	f__Spirochaetaceae (UID2512)	56	235	124	77	147	11	0	0	0	62.67	2.28	0.00
ERR3684519	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.05	0.00
ERR3684520	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684521	f__Spirochaetaceae (UID2512)	56	235	124	0	231	3	1	0	0	100.00	0.57	0.00
ERR3684522	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684523	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684524	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684525	f__Spirochaetaceae (UID2512)	56	235	124	0	234	0	1	0	0	100.00	0.27	100.00
ERR3684526	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684527	f__Spirochaetaceae (UID2512)	56	235	124	21	203	11	0	0	0	88.92	1.33	27.27
ERR3684528	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684529	f__Spirochaetaceae (UID2512)	56	235	124	19	206	10	0	0	0	90.58	4.65	40.00
ERR3684530	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.05	0.00
ERR3684531	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684532	f__Spirochaetaceae (UID2512)	56	235	124	16	207	12	0	0	0	93.89	6.69	58.33
ERR3684533	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684534	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684535	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684536	f__Spirochaetaceae (UID2512)	56	235	124	16	213	6	0	0	0	90.94	1.49	50.00
ERR3684537	f__Spirochaetaceae (UID2512)	56	235	124	1	228	6	0	0	0	99.19	0.58	0.00
ERR3684538	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.27	100.00
ERR3684539	f__Spirochaetaceae (UID2512)	56	235	124	6	228	1	0	0	0	95.94	0.81	0.00
ERR3684540	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	1.08	0.00
ERR3684541	f__Spirochaetaceae (UID2512)	56	235	124	64	156	15	0	0	0	72.70	4.67	33.33
ERR3684542	f__Spirochaetaceae (UID2512)	56	235	124	0	231	4	0	0	0	100.00	0.41	0.00
ERR3684543	f__Spirochaetaceae (UID2512)	56	235	124	11	209	14	1	0	0	93.66	6.65	29.41
ERR3684544	f__Spirochaetaceae (UID2512)	56	235	124	3	230	2	0	0	0	98.76	0.19	50.00
ERR3684545	f__Spirochaetaceae (UID2512)	56	235	124	45	177	13	0	0	0	78.96	4.94	23.08
ERR3684546	f__Spirochaetaceae (UID2512)	56	235	124	88	137	10	0	0	0	60.97	3.53	10.00
ERR3684547	f__Spirochaetaceae (UID2512)	56	235	124	1	222	11	1	0	0	99.97	0.96	7.14
ERR3684548	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684549	f__Spirochaetaceae (UID2512)	56	235	124	9	216	10	0	0	0	95.00	3.11	40.00
ERR3684550	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684551	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684552	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684553	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.81	0.00
ERR3684554	f__Spirochaetaceae (UID2512)	56	235	124	119	110	6	0	0	0	46.98	1.83	0.00
ERR3684555	f__Spirochaetaceae (UID2512)	56	235	124	0	231	4	0	0	0	100.00	0.66	25.00
ERR3684556	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684557	f__Spirochaetaceae (UID2512)	56	235	124	0	233	1	1	0	0	100.00	0.08	100.00
ERR3684558	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684559	f__Spirochaetaceae (UID2512)	56	235	124	60	159	16	0	0	0	67.30	5.93	18.75
ERR3684560	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684561	f__Spirochaetaceae (UID2512)	56	235	124	24	191	20	0	0	0	87.64	5.80	25.00
ERR3684562	f__Spirochaetaceae (UID2512)	56	235	124	111	111	13	0	0	0	46.29	4.45	46.15
ERR3684563	f__Spirochaetaceae (UID2512)	56	235	124	54	167	14	0	0	0	73.35	4.16	35.71
ERR3684564	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684565	f__Spirochaetaceae (UID2512)	56	235	124	3	232	0	0	0	0	99.17	0.00	0.00
ERR3684566	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.19	0.81	0.00
ERR3684567	f__Spirochaetaceae (UID2512)	56	235	124	3	225	7	0	0	0	98.36	3.30	71.43
ERR3684568	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR3684569	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684570	f__Spirochaetaceae (UID2512)	56	235	124	35	185	15	0	0	0	79.14	5.37	20.00
ERR3684571	f__Spirochaetaceae (UID2512)	56	235	124	3	228	4	0	0	0	98.12	1.37	25.00
ERR3684572	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	0.85	50.00
ERR3684573	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR3684574	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684575	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.81	100.00
ERR3684576	f__Spirochaetaceae (UID2512)	56	235	124	0	232	3	0	0	0	100.00	0.50	0.00
ERR3684577	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684578	f__Spirochaetaceae (UID2512)	56	235	124	24	201	10	0	0	0	86.23	4.94	40.00
ERR3684579	f__Spirochaetaceae (UID2512)	56	235	124	129	101	5	0	0	0	40.13	1.67	40.00
ERR3684580	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.19	0.81	0.00
ERR3684581	f__Spirochaetaceae (UID2512)	56	235	124	2	229	4	0	0	0	99.93	2.02	75.00
ERR3684582	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684583	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR3684584	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR3684585	f__Spirochaetaceae (UID2512)	56	235	124	2	233	0	0	0	0	99.17	0.00	0.00
ERR3684586	f__Spirochaetaceae (UID2512)	56	235	124	164	70	1	0	0	0	30.35	0.05	0.00
ERR3684587	f__Spirochaetaceae (UID2512)	56	235	124	1	224	9	1	0	0	99.19	4.26	66.67
ERR3684588	f__Spirochaetaceae (UID2512)	56	235	124	1	228	6	0	0	0	99.19	1.71	33.33
ERR3684589	f__Spirochaetaceae (UID2512)	56	235	124	7	211	14	3	0	0	97.42	4.07	8.70
ERR3684590	f__Spirochaetaceae (UID2512)	56	235	124	20	202	12	1	0	0	88.08	5.06	40.00
ERR3684591	f__Spirochaetaceae (UID2512)	56	235	124	37	185	13	0	0	0	82.59	3.51	7.69
ERR3684592	f__Spirochaetaceae (UID2512)	56	235	124	6	222	7	0	0	0	96.34	2.76	14.29
ERR3684593	f__Spirochaetaceae (UID2512)	56	235	124	12	212	11	0	0	0	93.41	3.31	27.27
ERR3684594	f__Spirochaetaceae (UID2512)	56	235	124	14	210	11	0	0	0	92.20	6.07	18.18
ERR3684595	f__Spirochaetaceae (UID2512)	56	235	124	46	175	14	0	0	0	76.04	4.55	21.43
ERR3684596	f__Spirochaetaceae (UID2512)	56	235	124	0	230	4	1	0	0	100.00	3.90	71.43
ERR3684597	f__Spirochaetaceae (UID2512)	56	235	124	3	230	2	0	0	0	98.76	1.21	50.00
ERR3684598	k__Bacteria (UID203)	5449	99	54	76	23	0	0	0	0	26.83	0.00	0.00
ERR3684599	f__Spirochaetaceae (UID2512)	56	235	124	1	232	2	0	0	0	99.19	1.61	50.00
ERR3684600	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684601	f__Spirochaetaceae (UID2512)	56	235	124	11	215	9	0	0	0	92.98	2.65	33.33
ERR3684602	f__Spirochaetaceae (UID2512)	56	235	124	7	223	5	0	0	0	96.70	0.91	0.00
ERR3684603	k__Bacteria (UID203)	5449	99	54	93	6	0	0	0	0	3.45	0.00	0.00
ERR3684604	k__Bacteria (UID203)	5449	99	54	86	12	1	0	0	0	8.20	0.17	0.00
ERR3684605	k__Bacteria (UID203)	5449	99	54	87	12	0	0	0	0	8.59	0.00	0.00
ERR3684606	f__Spirochaetaceae (UID2512)	56	235	124	31	189	15	0	0	0	84.65	7.41	33.33
ERR3684607	k__Bacteria (UID203)	5449	99	54	92	7	0	0	0	0	10.35	0.00	0.00
ERR3684608	k__Bacteria (UID203)	5449	99	54	94	5	0	0	0	0	1.60	0.00	0.00
ERR3684609	f__Spirochaetaceae (UID2512)	56	235	124	0	228	7	0	0	0	100.00	3.28	42.86
ERR3684610	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR3684611	f__Spirochaetaceae (UID2512)	56	235	124	5	218	12	0	0	0	96.51	3.12	0.00
ERR3684612	f__Spirochaetaceae (UID2512)	56	235	124	36	183	16	0	0	0	80.83	5.17	37.50
ERR3684613	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.97	0.00	0.00
ERR3684614	f__Spirochaetaceae (UID2512)	56	235	124	60	167	8	0	0	0	69.49	3.73	12.50
ERR3684615	f__Spirochaetaceae (UID2512)	56	235	124	0	233	1	1	0	0	100.00	1.64	50.00
ERR3684616	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR3684617	f__Spirochaetaceae (UID2512)	56	235	124	56	164	15	0	0	0	71.19	6.58	46.67
ERR3684618	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684619	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684620	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.97	0.00	0.00
ERR3684621	f__Spirochaetaceae (UID2512)	56	235	124	110	120	5	0	0	0	51.80	2.07	20.00
ERR3684622	f__Spirochaetaceae (UID2512)	56	235	124	1	232	2	0	0	0	99.19	0.19	50.00
ERR3684623	f__Spirochaetaceae (UID2512)	56	235	124	2	233	0	0	0	0	99.17	0.00	0.00
ERR3684624	f__Spirochaetaceae (UID2512)	56	235	124	2	225	7	1	0	0	99.57	5.02	10.00
ERR3684625	f__Spirochaetaceae (UID2512)	56	235	124	132	98	5	0	0	0	36.39	1.09	20.00
ERR3684626	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684627	f__Spirochaetaceae (UID2512)	56	235	124	125	104	6	0	0	0	42.36	0.60	0.00
ERR3684628	f__Spirochaetaceae (UID2512)	56	235	124	1	230	4	0	0	0	99.19	2.02	50.00
ERR3684629	f__Spirochaetaceae (UID2512)	56	235	124	27	193	14	1	0	0	88.02	3.99	35.29
ERR3684630	f__Spirochaetaceae (UID2512)	56	235	124	5	223	7	0	0	0	96.37	2.14	14.29
ERR3684631	f__Spirochaetaceae (UID2512)	56	235	124	2	227	6	0	0	0	99.17	1.42	16.67
ERR3684632	f__Spirochaetaceae (UID2512)	56	235	124	14	215	6	0	0	0	93.38	2.99	16.67
ERR3684633	f__Spirochaetaceae (UID2512)	56	235	124	30	185	19	1	0	0	83.45	7.80	27.27
ERR3684634	f__Spirochaetaceae (UID2512)	56	235	124	9	213	13	0	0	0	95.31	5.81	53.85
ERR3684635	f__Spirochaetaceae (UID2512)	56	235	124	15	209	11	0	0	0	91.21	4.71	27.27
ERR3684636	f__Spirochaetaceae (UID2512)	56	235	124	122	106	7	0	0	0	44.68	3.37	14.29
ERR3684637	f__Spirochaetaceae (UID2512)	56	235	124	31	192	12	0	0	0	83.47	5.36	33.33
ERR3684638	f__Spirochaetaceae (UID2512)	56	235	124	30	189	16	0	0	0	84.61	4.84	25.00
ERR3684639	f__Spirochaetaceae (UID2512)	56	235	124	5	224	5	1	0	0	98.85	3.55	37.50
ERR3684640	f__Spirochaetaceae (UID2512)	56	235	124	153	78	4	0	0	0	29.45	1.32	25.00
ERR3684641	f__Spirochaetaceae (UID2512)	56	235	124	4	226	5	0	0	0	97.96	2.16	40.00
ERR3684642	f__Spirochaetaceae (UID2512)	56	235	124	2	230	3	0	0	0	99.17	0.50	66.67
ERR3684643	f__Spirochaetaceae (UID2512)	56	235	124	1	231	2	0	1	0	99.19	1.68	87.50
ERR3684644	f__Spirochaetaceae (UID2512)	56	235	124	3	227	5	0	0	0	97.98	2.49	40.00
ERR3684645	f__Spirochaetaceae (UID2512)	56	235	124	37	184	14	0	0	0	80.67	5.65	21.43
ERR3684646	f__Spirochaetaceae (UID2512)	56	235	124	15	212	8	0	0	0	90.97	2.38	25.00
ERR3684647	f__Spirochaetaceae (UID2512)	56	235	124	0	230	4	1	0	0	100.00	3.32	28.57
ERR3684648	f__Spirochaetaceae (UID2512)	56	235	124	182	50	3	0	0	0	22.27	1.66	33.33
ERR3684649	f__Spirochaetaceae (UID2512)	56	235	124	106	123	6	0	0	0	48.89	1.36	16.67
ERR3684650	f__Spirochaetaceae (UID2512)	56	235	124	24	198	13	0	0	0	87.60	4.73	30.77
ERR3684651	k__Bacteria (UID203)	5449	99	54	93	6	0	0	0	0	3.65	0.00	0.00
ERR3684652	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.40	100.00
ERR3684653	f__Spirochaetaceae (UID2512)	56	235	124	2	227	6	0	0	0	99.57	2.89	33.33
ERR3684654	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.60	0.40	100.00
ERR3684655	f__Spirochaetaceae (UID2512)	56	235	124	10	215	10	0	0	0	95.11	4.22	40.00
ERR3684656	f__Spirochaetaceae (UID2512)	56	235	124	5	220	10	0	0	0	96.75	4.93	30.00
ERR3684657	f__Spirochaetaceae (UID2512)	56	235	124	6	222	7	0	0	0	98.84	2.14	57.14
ERR3684658	f__Spirochaetaceae (UID2512)	56	235	124	3	227	5	0	0	0	99.14	2.04	40.00
ERR3684659	f__Spirochaetaceae (UID2512)	56	235	124	5	222	8	0	0	0	96.75	1.01	12.50
ERR3684660	f__Spirochaetaceae (UID2512)	56	235	124	7	224	4	0	0	0	97.12	1.26	25.00
ERR3684661	f__Spirochaetaceae (UID2512)	56	235	124	4	229	2	0	0	0	97.96	0.97	50.00
ERR3684662	f__Spirochaetaceae (UID2512)	56	235	124	153	79	3	0	0	0	26.48	1.77	0.00
ERR3684663	f__Spirochaetaceae (UID2512)	56	235	124	173	62	0	0	0	0	18.77	0.00	0.00
ERR3684664	f__Spirochaetaceae (UID2512)	56	235	124	65	153	17	0	0	0	72.41	7.16	23.53
ERR3684665	f__Spirochaetaceae (UID2512)	56	235	124	13	218	4	0	0	0	92.57	1.30	25.00
ERR3684666	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.27	0.00
ERR3684667	f__Spirochaetaceae (UID2512)	56	235	124	11	205	19	0	0	0	95.06	7.08	36.84
ERR3684668	f__Spirochaetaceae (UID2512)	56	235	124	141	91	3	0	0	0	33.18	0.88	33.33
ERR3684669	f__Spirochaetaceae (UID2512)	56	235	124	3	229	3	0	0	0	99.30	1.06	0.00
ERR3684670	f__Spirochaetaceae (UID2512)	56	235	124	46	173	16	0	0	0	75.80	5.87	56.25
ERR3684671	f__Spirochaetaceae (UID2512)	56	235	124	9	218	8	0	0	0	95.00	3.43	12.50
ERR3684672	f__Spirochaetaceae (UID2512)	56	235	124	32	189	14	0	0	0	78.58	6.47	28.57
ERR3684673	f__Spirochaetaceae (UID2512)	56	235	124	7	220	7	1	0	0	96.84	3.46	70.00
ERR3684674	f__Spirochaetaceae (UID2512)	56	235	124	60	170	5	0	0	0	72.35	1.91	20.00
ERR3684675	f__Spirochaetaceae (UID2512)	56	235	124	29	192	14	0	0	0	84.84	5.50	35.71
ERR3684676	f__Spirochaetaceae (UID2512)	56	235	124	11	212	12	0	0	0	94.88	6.17	41.67
ERR3684677	f__Spirochaetaceae (UID2512)	56	235	124	54	169	11	1	0	0	74.11	4.09	14.29
ERR3684678	f__Spirochaetaceae (UID2512)	56	235	124	70	146	14	4	1	0	66.81	8.89	18.75
ERR3684679	f__Spirochaetaceae (UID2512)	56	235	124	69	157	8	1	0	0	69.79	4.78	27.27
ERR3684680	f__Spirochaetaceae (UID2512)	56	235	124	16	214	5	0	0	0	91.53	1.53	20.00
ERR3684681	f__Spirochaetaceae (UID2512)	56	235	124	11	218	6	0	0	0	93.12	1.69	16.67
ERR3684682	f__Spirochaetaceae (UID2512)	56	235	124	29	192	14	0	0	0	85.22	3.99	28.57
ERR3684683	f__Spirochaetaceae (UID2512)	56	235	124	85	136	12	2	0	0	59.54	5.90	11.11
ERR3684684	f__Spirochaetaceae (UID2512)	56	235	124	9	201	23	2	0	0	96.00	8.77	13.79
ERR3684685	f__Spirochaetaceae (UID2512)	56	235	124	24	198	13	0	0	0	87.25	5.73	38.46
ERR3684686	f__Spirochaetaceae (UID2512)	56	235	124	2	230	2	1	0	0	99.17	0.66	20.00
ERR3684687	f__Spirochaetaceae (UID2512)	56	235	124	6	225	4	0	0	0	95.85	1.50	50.00
ERR3684688	f__Spirochaetaceae (UID2512)	56	235	124	177	58	0	0	0	0	20.54	0.00	0.00
ERR3684689	f__Spirochaetaceae (UID2512)	56	235	124	139	96	0	0	0	0	35.25	0.00	0.00
ERR3684690	f__Spirochaetaceae (UID2512)	56	235	124	199	36	0	0	0	0	12.64	0.00	0.00
ERR3684691	k__Bacteria (UID203)	5449	99	54	88	11	0	0	0	0	14.67	0.00	0.00
ERR3684692	f__Spirochaetaceae (UID2512)	56	235	124	163	68	4	0	0	0	30.99	1.30	0.00
ERR3684693	f__Spirochaetaceae (UID2512)	56	235	124	192	43	0	0	0	0	14.70	0.00	0.00
ERR3684694	f__Spirochaetaceae (UID2512)	56	235	124	3	228	4	0	0	0	98.74	1.35	25.00
ERR3684695	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	0.43	50.00
ERR3684696	f__Spirochaetaceae (UID2512)	56	235	124	2	232	1	0	0	0	98.79	0.81	0.00
ERR3684697	f__Spirochaetaceae (UID2512)	56	235	124	5	220	10	0	0	0	97.53	4.92	50.00
ERR3684698	f__Spirochaetaceae (UID2512)	56	235	124	7	220	8	0	0	0	95.14	3.73	37.50
ERR3684699	f__Spirochaetaceae (UID2512)	56	235	124	52	175	8	0	0	0	74.91	3.57	12.50
ERR3684700	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	1.61	0.00
ERR3684701	f__Spirochaetaceae (UID2512)	56	235	124	117	111	7	0	0	0	49.82	1.83	28.57
ERR3684702	f__Spirochaetaceae (UID2512)	56	235	124	2	230	3	0	0	0	98.39	0.86	66.67
