Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
ERR3684531	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684532	f__Spirochaetaceae (UID2512)	56	235	124	16	209	10	0	0	0	92.84	6.26	70.00
ERR3684533	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684534	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684535	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684536	f__Spirochaetaceae (UID2512)	56	235	124	17	211	7	0	0	0	90.14	2.04	28.57
ERR3684537	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR3684538	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.27	0.00
ERR3684539	f__Spirochaetaceae (UID2512)	56	235	124	5	228	2	0	0	0	96.75	1.61	0.00
ERR3684540	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.97	0.40	100.00
ERR3684541	f__Spirochaetaceae (UID2512)	56	235	124	74	149	12	0	0	0	68.64	3.70	33.33
ERR3684542	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684543	f__Spirochaetaceae (UID2512)	56	235	124	4	224	7	0	0	0	97.96	3.41	57.14
ERR3684544	f__Spirochaetaceae (UID2512)	56	235	124	8	226	1	0	0	0	96.99	0.03	100.00
ERR3684545	f__Spirochaetaceae (UID2512)	56	235	124	51	174	10	0	0	0	75.57	3.68	30.00
ERR3684546	f__Spirochaetaceae (UID2512)	56	235	124	100	127	8	0	0	0	55.94	2.45	12.50
ERR3684547	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	0.14	50.00
ERR3684548	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684549	f__Spirochaetaceae (UID2512)	56	235	124	12	213	10	0	0	0	93.52	3.48	30.00
ERR3684550	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.03	100.00
ERR3684551	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684552	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.81	100.00
ERR3684553	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.81	0.00
ERR3684554	f__Spirochaetaceae (UID2512)	56	235	124	126	104	5	0	0	0	44.33	1.02	0.00
ERR3684555	f__Spirochaetaceae (UID2512)	56	235	124	2	231	2	0	0	0	98.79	0.21	0.00
ERR3684556	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684557	f__Spirochaetaceae (UID2512)	56	235	124	3	230	2	0	0	0	98.90	0.85	50.00
ERR3684558	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684559	f__Spirochaetaceae (UID2512)	56	235	124	68	152	15	0	0	0	64.99	6.22	26.67
ERR3684560	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684561	f__Spirochaetaceae (UID2512)	56	235	124	20	196	18	1	0	0	88.52	6.58	23.81
ERR3684562	f__Spirochaetaceae (UID2512)	56	235	124	119	107	9	0	0	0	43.03	3.84	44.44
ERR3684563	f__Spirochaetaceae (UID2512)	56	235	124	71	153	11	0	0	0	66.02	3.15	36.36
ERR3684564	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684565	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.73	0.81	0.00
ERR3684566	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	1.61	50.00
ERR3684567	f__Spirochaetaceae (UID2512)	56	235	124	5	222	8	0	0	0	96.75	3.57	62.50
ERR3684568	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684569	f__Spirochaetaceae (UID2512)	56	235	124	0	232	3	0	0	0	100.00	0.68	66.67
ERR3684570	f__Spirochaetaceae (UID2512)	56	235	124	38	184	13	0	0	0	79.07	4.76	15.38
ERR3684571	f__Spirochaetaceae (UID2512)	56	235	124	3	230	2	0	0	0	98.36	0.32	0.00
ERR3684572	f__Spirochaetaceae (UID2512)	56	235	124	3	231	1	0	0	0	99.12	0.05	0.00
ERR3684573	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684574	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684575	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.81	100.00
ERR3684576	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684577	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684578	f__Spirochaetaceae (UID2512)	56	235	124	35	191	9	0	0	0	82.50	4.35	33.33
ERR3684579	f__Spirochaetaceae (UID2512)	56	235	124	140	91	4	0	0	0	36.46	1.26	50.00
ERR3684580	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.81	0.00
ERR3684581	f__Spirochaetaceae (UID2512)	56	235	124	4	228	3	0	0	0	98.72	1.21	66.67
ERR3684582	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684583	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR3684584	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR3684585	f__Spirochaetaceae (UID2512)	56	235	124	2	233	0	0	0	0	98.39	0.00	0.00
ERR3684586	f__Spirochaetaceae (UID2512)	56	235	124	165	68	2	0	0	0	29.75	0.45	0.00
ERR3684587	f__Spirochaetaceae (UID2512)	56	235	124	3	226	6	0	0	0	98.36	3.03	16.67
ERR3684588	f__Spirochaetaceae (UID2512)	56	235	124	1	231	3	0	0	0	99.19	1.61	66.67
ERR3684589	f__Spirochaetaceae (UID2512)	56	235	124	6	222	7	0	0	0	97.82	3.19	14.29
ERR3684590	f__Spirochaetaceae (UID2512)	56	235	124	25	201	8	1	0	0	85.10	3.68	36.36
ERR3684591	f__Spirochaetaceae (UID2512)	56	235	124	35	191	9	0	0	0	82.88	2.39	11.11
ERR3684592	f__Spirochaetaceae (UID2512)	56	235	124	6	223	6	0	0	0	96.34	1.96	0.00
ERR3684593	f__Spirochaetaceae (UID2512)	56	235	124	15	206	14	0	0	0	92.08	4.95	14.29
ERR3684594	f__Spirochaetaceae (UID2512)	56	235	124	14	212	9	0	0	0	92.29	5.13	22.22
ERR3684595	f__Spirochaetaceae (UID2512)	56	235	124	38	185	12	0	0	0	80.54	4.39	16.67
ERR3684596	f__Spirochaetaceae (UID2512)	56	235	124	1	229	5	0	0	0	99.60	2.98	0.00
ERR3684597	f__Spirochaetaceae (UID2512)	56	235	124	3	229	3	0	0	0	98.76	1.26	33.33
ERR3684598	k__Bacteria (UID203)	5449	99	54	79	20	0	0	0	0	23.43	0.00	0.00
ERR3684599	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.81	100.00
ERR3684600	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684601	f__Spirochaetaceae (UID2512)	56	235	124	11	214	10	0	0	0	92.98	3.31	30.00
ERR3684602	f__Spirochaetaceae (UID2512)	56	235	124	6	221	8	0	0	0	96.32	3.33	0.00
ERR3684603	k__Bacteria (UID203)	5449	99	54	93	6	0	0	0	0	3.45	0.00	0.00
ERR3684604	k__Bacteria (UID203)	5449	99	54	85	13	1	0	0	0	13.42	0.17	100.00
ERR3684605	k__Bacteria (UID203)	5449	99	54	86	13	0	0	0	0	8.75	0.00	0.00
ERR3684606	f__Spirochaetaceae (UID2512)	56	235	124	27	193	15	0	0	0	85.28	5.91	20.00
ERR3684607	k__Bacteria (UID203)	5449	99	54	93	6	0	0	0	0	8.50	0.00	0.00
ERR3684608	k__Bacteria (UID203)	5449	99	54	91	8	0	0	0	0	5.30	0.00	0.00
ERR3684609	f__Spirochaetaceae (UID2512)	56	235	124	0	230	5	0	0	0	100.00	2.85	20.00
ERR3684610	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684611	f__Spirochaetaceae (UID2512)	56	235	124	1	231	3	0	0	0	99.73	1.37	0.00
ERR3684612	f__Spirochaetaceae (UID2512)	56	235	124	39	185	11	0	0	0	77.98	3.36	27.27
ERR3684613	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.40	100.00
ERR3684614	f__Spirochaetaceae (UID2512)	56	235	124	60	166	9	0	0	0	69.92	4.53	11.11
ERR3684615	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684616	f__Spirochaetaceae (UID2512)	56	235	124	2	233	0	0	0	0	99.17	0.00	0.00
ERR3684617	f__Spirochaetaceae (UID2512)	56	235	124	56	167	12	0	0	0	72.57	6.28	50.00
ERR3684618	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.97	0.00	0.00
ERR3684619	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684620	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684621	f__Spirochaetaceae (UID2512)	56	235	124	116	115	4	0	0	0	48.61	1.26	25.00
ERR3684622	f__Spirochaetaceae (UID2512)	56	235	124	3	229	3	0	0	0	97.58	0.99	33.33
ERR3684623	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684624	f__Spirochaetaceae (UID2512)	56	235	124	2	229	4	0	0	0	98.39	1.95	0.00
ERR3684625	f__Spirochaetaceae (UID2512)	56	235	124	142	88	5	0	0	0	30.61	1.09	20.00
ERR3684626	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684627	f__Spirochaetaceae (UID2512)	56	235	124	132	101	2	0	0	0	40.27	0.43	0.00
ERR3684628	f__Spirochaetaceae (UID2512)	56	235	124	2	228	5	0	0	0	99.17	2.06	0.00
ERR3684629	f__Spirochaetaceae (UID2512)	56	235	124	25	191	19	0	0	0	87.75	6.50	31.58
ERR3684630	f__Spirochaetaceae (UID2512)	56	235	124	5	221	9	0	0	0	96.37	2.23	22.22
ERR3684631	f__Spirochaetaceae (UID2512)	56	235	124	2	227	6	0	0	0	99.17	1.06	16.67
ERR3684632	f__Spirochaetaceae (UID2512)	56	235	124	15	214	6	0	0	0	92.57	2.38	16.67
ERR3684633	f__Spirochaetaceae (UID2512)	56	235	124	37	182	16	0	0	0	80.65	6.25	18.75
ERR3684634	f__Spirochaetaceae (UID2512)	56	235	124	11	210	14	0	0	0	94.23	6.65	50.00
ERR3684635	f__Spirochaetaceae (UID2512)	56	235	124	17	209	9	0	0	0	91.21	3.79	22.22
ERR3684636	f__Spirochaetaceae (UID2512)	56	235	124	132	99	4	0	0	0	41.65	2.42	25.00
ERR3684637	f__Spirochaetaceae (UID2512)	56	235	124	36	185	14	0	0	0	82.92	5.90	50.00
ERR3684638	f__Spirochaetaceae (UID2512)	56	235	124	18	210	7	0	0	0	90.11	2.16	14.29
ERR3684639	f__Spirochaetaceae (UID2512)	56	235	124	6	222	7	0	0	0	98.45	2.94	28.57
ERR3684640	f__Spirochaetaceae (UID2512)	56	235	124	161	71	3	0	0	0	27.06	1.12	0.00
ERR3684641	f__Spirochaetaceae (UID2512)	56	235	124	3	227	5	0	0	0	98.36	2.85	40.00
ERR3684642	f__Spirochaetaceae (UID2512)	56	235	124	2	231	2	0	0	0	99.17	0.45	100.00
ERR3684643	f__Spirochaetaceae (UID2512)	56	235	124	1	231	3	0	0	0	99.19	1.48	100.00
ERR3684644	f__Spirochaetaceae (UID2512)	56	235	124	5	223	7	0	0	0	97.93	3.25	28.57
ERR3684645	f__Spirochaetaceae (UID2512)	56	235	124	47	170	18	0	0	0	76.96	8.11	38.89
ERR3684646	f__Spirochaetaceae (UID2512)	56	235	124	17	208	10	0	0	0	89.89	3.02	50.00
ERR3684647	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684648	k__Bacteria (UID203)	5449	99	54	83	15	1	0	0	0	16.16	0.17	0.00
ERR3684649	f__Spirochaetaceae (UID2512)	56	235	124	115	115	5	0	0	0	41.71	1.31	20.00
ERR3684650	f__Spirochaetaceae (UID2512)	56	235	124	25	199	11	0	0	0	86.55	4.01	27.27
ERR3684651	k__Bacteria (UID203)	5449	99	54	93	6	0	0	0	0	3.65	0.00	0.00
ERR3684652	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR3684653	f__Spirochaetaceae (UID2512)	56	235	124	3	225	7	0	0	0	98.36	3.70	71.43
ERR3684654	f__Spirochaetaceae (UID2512)	56	235	124	1	231	3	0	0	0	99.60	0.63	66.67
ERR3684655	f__Spirochaetaceae (UID2512)	56	235	124	6	220	9	0	0	0	96.88	3.82	22.22
ERR3684656	f__Spirochaetaceae (UID2512)	56	235	124	8	218	9	0	0	0	95.27	4.82	33.33
ERR3684657	f__Spirochaetaceae (UID2512)	56	235	124	7	221	7	0	0	0	97.12	1.81	42.86
ERR3684658	f__Spirochaetaceae (UID2512)	56	235	124	6	223	6	0	0	0	96.75	2.65	33.33
ERR3684659	f__Spirochaetaceae (UID2512)	56	235	124	7	221	7	0	0	0	95.83	1.23	14.29
ERR3684660	f__Spirochaetaceae (UID2512)	56	235	124	6	225	4	0	0	0	97.29	2.42	75.00
ERR3684661	f__Spirochaetaceae (UID2512)	56	235	124	2	231	2	0	0	0	98.79	0.28	0.00
ERR3684662	f__Spirochaetaceae (UID2512)	56	235	124	160	72	3	0	0	0	25.07	1.77	0.00
ERR3684663	f__Spirochaetaceae (UID2512)	56	235	124	180	55	0	0	0	0	15.38	0.00	0.00
ERR3684664	f__Spirochaetaceae (UID2512)	56	235	124	69	153	13	0	0	0	71.82	4.61	23.08
ERR3684665	f__Spirochaetaceae (UID2512)	56	235	124	11	222	2	0	0	0	93.09	0.85	0.00
ERR3684666	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.27	0.00
ERR3684667	f__Spirochaetaceae (UID2512)	56	235	124	9	208	18	0	0	0	95.06	7.06	33.33
ERR3684668	f__Spirochaetaceae (UID2512)	56	235	124	108	124	3	0	0	0	47.56	1.26	33.33
ERR3684669	f__Spirochaetaceae (UID2512)	56	235	124	2	229	4	0	0	0	99.71	0.81	25.00
ERR3684670	f__Spirochaetaceae (UID2512)	56	235	124	46	171	18	0	0	0	76.34	7.24	44.44
ERR3684671	f__Spirochaetaceae (UID2512)	56	235	124	9	216	10	0	0	0	95.00	4.67	30.00
ERR3684672	f__Spirochaetaceae (UID2512)	56	235	124	29	194	12	0	0	0	80.86	5.28	33.33
ERR3684673	f__Spirochaetaceae (UID2512)	56	235	124	8	222	5	0	0	0	95.38	1.79	40.00
ERR3684674	f__Spirochaetaceae (UID2512)	56	235	124	65	164	6	0	0	0	69.41	1.83	50.00
ERR3684675	f__Spirochaetaceae (UID2512)	56	235	124	29	196	10	0	0	0	84.95	4.89	40.00
ERR3684676	f__Spirochaetaceae (UID2512)	56	235	124	14	207	14	0	0	0	92.75	6.25	42.86
ERR3684677	f__Spirochaetaceae (UID2512)	56	235	124	55	172	8	0	0	0	73.77	2.90	25.00
ERR3684678	f__Spirochaetaceae (UID2512)	56	235	124	25	195	15	0	0	0	87.55	6.11	20.00
ERR3684679	f__Spirochaetaceae (UID2512)	56	235	124	81	144	10	0	0	0	65.70	4.70	40.00
ERR3684680	f__Spirochaetaceae (UID2512)	56	235	124	17	208	10	0	0	0	91.32	3.86	20.00
ERR3684681	f__Spirochaetaceae (UID2512)	56	235	124	15	214	6	0	0	0	90.70	2.09	16.67
ERR3684682	f__Spirochaetaceae (UID2512)	56	235	124	28	194	13	0	0	0	86.27	4.33	23.08
ERR3684683	f__Spirochaetaceae (UID2512)	56	235	124	39	188	8	0	0	0	79.99	2.28	0.00
ERR3684684	f__Spirochaetaceae (UID2512)	56	235	124	3	224	8	0	0	0	99.14	2.12	25.00
ERR3684685	f__Spirochaetaceae (UID2512)	56	235	124	23	202	10	0	0	0	87.92	5.05	50.00
ERR3684686	f__Spirochaetaceae (UID2512)	56	235	124	1	229	5	0	0	0	99.97	1.69	40.00
ERR3684687	f__Spirochaetaceae (UID2512)	56	235	124	8	221	6	0	0	0	96.11	2.71	66.67
ERR3684688	f__Spirochaetaceae (UID2512)	56	235	124	183	52	0	0	0	0	18.72	0.00	0.00
ERR3684689	f__Spirochaetaceae (UID2512)	56	235	124	152	82	1	0	0	0	31.01	0.13	0.00
ERR3684690	f__Spirochaetaceae (UID2512)	56	235	124	197	38	0	0	0	0	12.82	0.00	0.00
ERR3684691	k__Bacteria (UID203)	5449	99	54	83	16	0	0	0	0	18.71	0.00	0.00
ERR3684692	f__Spirochaetaceae (UID2512)	56	235	124	165	66	4	0	0	0	29.78	1.30	0.00
ERR3684693	k__Bacteria (UID203)	5449	99	54	81	18	0	0	0	0	16.92	0.00	0.00
ERR3684694	f__Spirochaetaceae (UID2512)	56	235	124	2	228	5	0	0	0	99.55	1.51	20.00
ERR3684695	f__Spirochaetaceae (UID2512)	56	235	124	1	232	2	0	0	0	99.97	0.38	0.00
ERR3684696	f__Spirochaetaceae (UID2512)	56	235	124	3	229	3	0	0	0	98.76	1.73	33.33
ERR3684697	f__Spirochaetaceae (UID2512)	56	235	124	6	216	13	0	0	0	96.72	6.04	23.08
ERR3684698	f__Spirochaetaceae (UID2512)	56	235	124	7	222	6	0	0	0	95.67	2.80	50.00
ERR3684699	f__Spirochaetaceae (UID2512)	56	235	124	59	166	10	0	0	0	72.69	4.18	20.00
ERR3684700	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684701	f__Spirochaetaceae (UID2512)	56	235	124	127	102	6	0	0	0	43.97	1.56	16.67
ERR3684702	f__Spirochaetaceae (UID2512)	56	235	124	3	229	3	0	0	0	97.58	1.10	66.67
